UniqueID,BottleNo,True Bottle ID,NumID,Location No,Distance from Dam,Lake ID (4 dig.),Sampling Type (B/S),NH4 (ppm),NOx (ppm),PO4 (ppm),Microcystin (ug/L),Chla (ug/L),Pheo (ug/L),TOC (ppm),TN (AVG) mg/L? [TOC],Coastal Blue,Blue,Green1,Green2,Yellow,Red,Red Edge,NIR,Depth (m),COND µS/CM,TDS MG/L,Salinity PSU,VERTICAL POSITION M,ODO MG/L,GPS LATITUDE °,GPS LONGITUDE °,PH,TEMP C,TURBIDITY FNU,Month,Day,Year,Date
10473,20240814-SHAF-B1,20240814-SHAF-B1,4101,1,6865,SHAF,Boat,0.0083,0.033,0.262,0.172227746,86.58333333,10.45666667,3.395578837,0.462678517,142.052,183.9,260.686,293.472,261.028,204.702,284.78,497.992,0.452,555.8,358,0.27,0.458,14.91,40.83502,-86.80722,8.1,25.439,6.96,8,14,2024,8/14/2024
10474,20240814-SHAF-B5,20240814-SHAF-B5,4105,5,6425,SHAF,Boat,0.0168,0.242,0.282,0.196894013,61.54666667,12.2,3.211026616,0.538167214,211.44,292.614,373.715,386.951,362.122,323.403,376.782,553.978,0.38,535.8,348,0.26,0.367,18.15,40.82387,-86.79594,8.21,25.114,4.61,8,14,2024,8/14/2024
10475,20240814-SHAF-B6,20240814-SHAF-B6,4106,6,8245,SHAF,Boat,0.016,1.43,0.302,0.123395829,1.47,0.663333333,2.575964728,0.77230123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.456,626,420,0.31,0.45,8.79,40.83495,-86.78194,7.98,23.346,2.57,8,14,2024,8/14/2024
10476,20240814-SHAF-B8,20240814-SHAF-B8,4108,8,5065,SHAF,Boat,0.0109,1.315,0.294,0.116641379,20.3,3.06,2.690235418,0.718713201,132.455,178.499,208.061,210.857,174.685,152.717,144.932,427.548,0.325,620.2,411,0.31,0.326,10.69,40.81104,-86.79436,8.08,23.939,3.54,8,14,2024,8/14/2024
10477,20240814-SHAF-B9,20240814-SHAF-B9,4109,9,3385,SHAF,Boat,0.0148,0.884,0.251,0.122330108,68.37333333,3.51,2.961754712,0.831848716,170.666,182.497,269.715,294.913,270.78,200.945,292.724,593.21,0.452,570.9,371,0.28,0.455,17.76,40.80438,-86.77493,8.13,25.017,3.95,8,14,2024,8/14/2024
10478,20240814-SHAF-B10,20240814-SHAF-B10,4110,10,2205,SHAF,Boat,0.0167,1.017,0.267,0.11774901,48.63666667,7.846666667,2.051222932,0.627101684,166.712,187.905,253.713,271.352,255.874,196.96,264.011,459.426,0.326,581.7,379,0.28,0.316,16.67,40.7946,-86.77446,8.12,24.903,3.31,8,14,2024,8/14/2024
10479,20240814-SHAF-B11,20240814-SHAF-B11,4111,11,1385,SHAF,Boat,0.0221,0.798,0.3,0.099389826,43,7.83,2.714505299,0.67230208,154.514,184.826,249.263,272.398,261.161,195.942,274.372,456.432,0.379,563.8,369,0.27,0.376,16.06,40.78871,-86.77197,7.99,24.575,3.94,8,14,2024,8/14/2024
10480,20240814-SHAF-B12,20240814-SHAF-B12,4112,12,275,SHAF,Boat,0.013,1.047,0.276,0.070473546,38.05,7.476666667,3.409230645,0.915388733,131.353,161.654,225.453,245.932,234.973,174.42,239.951,456.241,0.302,574.1,378,0.28,0.31,15.82,40.78252,-86.76215,8.12,24.305,3.53,8,14,2024,8/14/2024
10481,20240814-SHAF-B14,20240814-SHAF-B14,4114,14,4225,SHAF,Boat,0.0082,1.209,0.311,0.15,37.33333333,4.54,2.899900224,0.965028454,163.078,220.545,294.233,315.879,278.175,228.902,237.547,462.327,0.379,618.7,407,0.3,0.381,12.05,40.80743,-86.78552,8.2,24.344,3.28,8,14,2024,8/14/2024
10482,20240814-SHAF-B15,20240814-SHAF-B15,4115,15,2905,SHAF,Boat,0.0173,1.003,0.293,0.163898337,69.08666667,8.176666667,3.318892754,0.88996351,171.271,189.722,260.405,288.864,247.747,196.623,223.743,481.417,0.377,580.5,379,0.28,0.368,16.39,40.79942,-86.77781,8.16,24.814,3.76,8,14,2024,8/14/2024
10483,20240912-MISS-B1,20240912-MISS-B1,2101,1,5999,MISS,Boat,0.0034,0.083,0.044,0.358422678,34.32666667,21.11333333,2.356936882,0.38243787,221.225,192.13,294.279,351.467,279.627,226.341,305.98,440.333,0.475,420.7,277,0.2,0.456,9.03,40.68162,-85.88919,8.31,24.42,4.78,9,12,2024,9/12/2024
10484,20240912-MISS-B2,20240912-MISS-B2,2102,2,8861,MISS,Boat,-0.0058,0.055,-0.032,0.423062176,32.99,13.16,2.53054839,0.28957927,211.846,184.387,286.744,355.341,273.138,213.393,292.884,413.339,0.66,415.7,273,0.2,0.68,12.59,40.67702,-85.8773,8.65,24.551,3.44,9,12,2024,9/12/2024
10485,20240912-MISS-B3,20240912-MISS-B3,2103,3,9921,MISS,Boat,-0.004,0.073,0.04,0.389202816,10.97666667,0.976666667,2.511315977,0.362829627,213.962,194.412,307.139,372.37,282.308,225.472,291.98,388.735,0.436,422.8,274,0.2,0.565,11.54,40.6708,-85.87066,8.6,25.061,3.66,9,12,2024,9/12/2024
10486,20240912-MISS-B4,20240912-MISS-B4,2104,4,10891,MISS,Boat,-0.0032,0.063,0.04,0.412807594,16.91,22.75333333,2.56953301,0.380254642,218.007,181.628,292.188,365.473,267.084,217.033,286.208,406.145,0.494,428.8,280,0.21,0.497,13.3,40.66325,-85.86726,8.73,24.772,3.86,9,12,2024,9/12/2024
10487,20240912-MISS-B5,20240912-MISS-B5,2105,5,12821,MISS,Boat,-0.0117,0.074,0.062,0.294357941,16.24,1.356666667,2.514434747,0.38294797,216.347,196.64,317.695,405.518,297.001,233.775,314.572,447.162,0.501,441.6,287,0.21,0.528,14.25,40.66864,-85.84776,8.8,24.945,4.87,9,12,2024,9/12/2024
10488,20240912-MISS-B6,20240912-MISS-B6,2106,6,14351,MISS,Boat,-0.0087,0.067,0.052,0.353903882,7.376666667,2.203333333,2.494682539,0.363482555,200.806,195.193,323.767,416.88,304.152,242.243,318.094,404.487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,12,2024,9/12/2024
10489,20240912-MISS-B7,20240912-MISS-B7,2107,7,6411,MISS,Boat,0.302,0.101,0.108,0.358260541,26.81333333,3.793333333,2.753020622,0.660115895,209.818,190.392,273.205,324.558,245.722,204.607,267.233,357.193,0.399,415.3,279,0.21,0.303,5.73,40.68787,-85.89665,7.75,23.291,3.55,9,12,2024,9/12/2024
10490,20240912-MISS-B8,20240912-MISS-B8,2108,8,5401,MISS,Boat,0.0068,0.078,0.07,0.419128957,36.92333333,6.633333333,2.579928909,0.300801469,218.626,197.788,276.409,303.976,247.474,207.802,277.846,394.6,0.429,414.5,276,0.2,0.32,8.04,40.69163,-85.90847,8.16,23.775,2.22,9,12,2024,9/12/2024
10491,20240912-MISS-B9,20240912-MISS-B9,2109,9,4381,MISS,Boat,-0.0076,0.071,0.042,0.447889597,34.12,20.06333333,2.465054228,0.296856696,243.087,233.01,301.244,338.647,267.397,233.357,298.558,403.699,0.348,415.1,271,0.2,0.551,11.46,40.70399,-85.93095,8.58,24.862,3.4,9,12,2024,9/12/2024
10492,20240912-MISS-B10,20240912-MISS-B10,2110,10,2851,MISS,Boat,-0.0053,0.064,0.041,0.368531532,26.9,3.986666667,2.316912672,0.282220227,231.704,244.545,317.835,362.356,278.465,241.892,294.451,420.892,0.501,415.1,276,0.2,0.577,8.14,40.69364,-85.92089,8.15,23.885,2.66,9,12,2024,9/12/2024
10493,20240912-MISS-B11,20240912-MISS-B11,2111,11,1731,MISS,Boat,-0.0016,0.073,0.045,0.387259428,20.32666667,1.243333333,2.40735699,0.356075903,249.092,229.744,301.181,337.701,270.174,232.127,297.808,410.074,0.517,407.9,266,0.2,0.816,12.76,40.71106,-85.9389,8.62,24.775,3.67,9,12,2024,9/12/2024
10494,20240912-MISS-B12,20240912-MISS-B12,2112,12,661,MISS,Boat,0.0043,0.144,0.063,0.267070863,18.62666667,1.41,2.45361874,0.363972251,228.243,230.933,329.909,376.142,306.324,237.872,334.162,339.429,0.602,408,268,0.2,0.605,13.26,40.71163,-85.95116,8.64,24.372,2.91,9,12,2024,9/12/2024
10495,20240912-MISS-B13,20240912-MISS-B13,2113,13,13553,MISS,Boat,-0.0038,0.07,0.041,0.336125072,22.26,6.12,2.520152491,0.375221655,203.623,195.392,321.114,407.183,303.845,237.132,323.446,428.897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,12,2024,9/12/2024
