UniqueID,BottleNo,True Bottle ID,NumID,Location No,Distance from Dam,Lake ID (4 dig.),Sampling Type (B/S),NH4 (ppm),NOx (ppm),PO4 (ppm),Microcystin (ug/L),Chla (ug/L),Pheo (ug/L),TOC (ppm),TN (AVG) mg/L? [TOC],Coastal Blue,Blue,Green1,Green2,Yellow,Red,Red Edge,NIR,Depth (m),COND µS/CM,TDS MG/L,Salinity PSU,VERTICAL POSITION M,ODO MG/L,GPS LATITUDE °,GPS LONGITUDE °,PH,TEMP C,TURBIDITY FNU,Month,Day,Year,Date
10394,20240717-SHAF-B8,20240717-SHAF-B8,4108,8,5065,SHAF,Boat,0.1348,4.585,-0.017,0.405076704,3.063333333,24.80666667,5.84380309,3.669787862,308.566,317.657,320.234,323.797,343.155,337.69,352.175,595.474,0.578,473.1,315,0.23,0.593,5.08,40.81102,-86.79434,7.28,23.695,6.57,7,17,2024,7/17/2024
10395,20240717-SHAF-B9,20240717-SHAF-B9,4109,9,3385,SHAF,Boat,0.0006,4.636,0.356,0.332657563,69.94,134.5633333,5.237561686,3.085007739,366.368,371.093,369.503,378.365,394.612,384.646,396.667,624.755,0.533,496.2,328,0.24,0.533,10,40.80433,-86.77483,7.77,24.099,6.21,7,17,2024,7/17/2024
10396,20240717-SHAF-B10,20240717-SHAF-B10,4110,10,2205,SHAF,Boat,0.0408,4.213,0.217,0.355891676,3.523333333,14.16666667,6.529932853,3.408069498,341.911,353.466,329.626,325.326,327.975,304.053,331.842,627.876,0.57,445.3,299,0.22,0.725,5.57,40.79455,-86.77431,7.31,23.243,7.48,7,17,2024,7/17/2024
10397,20240717-SHAF-B11,20240717-SHAF-B11,4111,11,1385,SHAF,Boat,0.0564,6.049,0.352,0.338876406,3.68,8.34,4.850760456,3.542056386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.651,512.5,341,0.25,0.633,5.43,40.78855,-86.77213,7.26,23.794,4.45,7,17,2024,7/17/2024
10398,20240717-SHAF-B12,20240717-SHAF-B12,4112,12,275,SHAF,Boat,0.0652,4.937,0.308,0.409075086,2.693333333,5.99,5.472676159,2.016341235,379.047,386.123,377.837,373.941,394.878,366.24,382.255,612.823,0.497,443.7,298,0.22,0.495,5.24,40.78234,-86.7621,7.3,23.283,6.37,7,17,2024,7/17/2024
10399,20240717-SHAF-B14,20240717-SHAF-B14,4114,14,4225,SHAF,Boat,0.0616,5.359,0.339,0.397701839,2.233333333,4.98,5.135425936,3.210317765,390.599,455.476,440.328,445.551,461.607,474.205,461.687,680.937,0.463,481.9,322,0.24,0.477,5.14,40.80724,-86.7849,7.27,23.515,6.69,7,17,2024,7/17/2024
10400,20240717-SHAF-B15,20240717-SHAF-B15,4115,15,2905,SHAF,Boat,0.0498,4.912,0.297,0.353904182,2.343333333,6.156666667,0.092748025,0.199043172,355.449,372.355,371.497,372.583,399.033,388.912,393.08,582.966,0.639,470.7,316,0.23,0.543,5.16,40.79922,-86.7778,7.28,23.346,7.36,7,17,2024,7/17/2024
10401,20240718-MISS-B1,20240718-MISS-B1,2101,1,5999,MISS,Boat,0.0031,1.839,0.065,0.328241907,5.503333333,4.73,3.425981797,1.147159355,227.49,261.046,348.68,361.325,309.078,274.518,356.215,700.134,0.557,460.8,290,0.21,0.558,8.88,40.6815,-85.88895,8.36,26.797,3.38,7,18,2024,7/18/2024
10402,20240718-MISS-B2,20240718-MISS-B2,2102,2,8861,MISS,Boat,-0.0049,1.62,0.056,0.403453087,15.97666667,10.72333333,2.620992709,1.149199755,207.316,237.079,337.068,340.612,282.993,273.208,342.957,653.671,0.537,464.8,291,0.21,0.554,9.22,40.67638,-85.87728,8.38,27.058,3,7,18,2024,7/18/2024
10403,20240718-MISS-B3,20240718-MISS-B3,2103,3,9921,MISS,Boat,0.0153,1.347,0.009,0.419332879,7.423333333,4.806666667,2.782822198,1.264074271,196.433,252.779,351.782,355.022,283.192,286.009,326.084,582.324,0.543,469.4,295,0.22,0.554,10.26,40.67028,-85.87053,8.37,26.742,4.01,7,18,2024,7/18/2024
10404,20240718-MISS-B4,20240718-MISS-B4,2104,4,10891,MISS,Boat,0.0004,1.341,0,0.441706651,16.32666667,23.53333333,2.709357847,0.847919744,185.159,223.922,333.966,335.464,266.047,264.491,313.098,595.049,0.528,463.1,290,0.21,0.541,12.45,40.66288,-85.86671,8.56,26.961,4.57,7,18,2024,7/18/2024
10405,20240718-MISS-B5,20240718-MISS-B5,2105,5,12821,MISS,Boat,0.0037,1.776,0.007,0.413443821,12.79666667,16.29666667,2.649061635,0.954545603,168.141,215.216,335.683,345.091,265.533,257.038,326.314,615.724,0.543,482,299,0.22,0.537,11.86,40.66888,-85.84801,8.53,27.55,4.71,7,18,2024,7/18/2024
10406,20240718-MISS-B6,20240718-MISS-B6,2106,6,14351,MISS,Boat,0.0212,1.887,0.136,0.378019114,16.72666667,17.36666667,3.258261298,1.549254166,190.189,204.334,325.809,340.173,279.734,248.618,353.508,645.74,0.518,483.2,300,0.22,0.522,11,40.67359,-85.83185,8.44,27.452,7.55,7,18,2024,7/18/2024
10407,20240718-MISS-B7,20240718-MISS-B7,2107,7,6411,MISS,Boat,0.0107,1.539,-0.004,0.450276057,2.776666667,1.893333333,2.790965652,1.28488635,209.187,242.288,342.512,353.501,289.083,258.613,312.371,574.811,0.559,455.2,288,0.21,0.568,7.98,40.6871,-85.89732,8.15,26.436,3.51,7,18,2024,7/18/2024
10408,20240718-MISS-B8,20240718-MISS-B8,2108,8,5401,MISS,Boat,0.0022,1.536,0.052,0.447200665,10.84333333,8.913333333,2.742104928,1.27141971,207.883,250.178,352.07,357.368,292.528,261.178,320.996,593.782,0.517,455.5,289,0.21,0.51,7.45,40.69151,-85.90843,8.15,26.227,3.3,7,18,2024,7/18/2024
10409,20240718-MISS-B9,20240718-MISS-B9,2109,9,4381,MISS,Boat,0.0105,1.522,0.004,0.368062501,3.09,2.303333333,2.669853432,1.675622934,214.853,263.311,365.701,378.268,292.733,290.647,302.518,520.139,0.574,451.8,289,0.21,0.524,7.07,40.70371,-85.92979,8.07,25.885,3.18,7,18,2024,7/18/2024
10410,20240718-MISS-B10,20240718-MISS-B10,2110,10,2851,MISS,Boat,0.0073,1.482,0.053,0.403516686,11.40666667,7.82,2.761337341,1.343853907,221.796,257.651,365.023,385.198,307.371,272.521,316.139,615.651,0.514,458.2,291,0.21,0.51,6.96,40.69319,-85.9204,8.1,26.225,3.11,7,18,2024,7/18/2024
10411,20240718-MISS-B11,20240718-MISS-B11,2111,11,1731,MISS,Boat,0.0096,1.588,0.004,0.434100825,3.01,2.563333333,2.61059681,1.348750867,216.769,269.908,383.254,392.831,301.246,299.242,305.077,539.023,0.516,452,290,0.21,0.519,6.34,40.7107,-85.93925,8.04,25.704,2.61,7,18,2024,7/18/2024
10412,20240718-MISS-B12,20240718-MISS-B12,2112,12,661,MISS,Boat,-0.0046,1.4,0.018,0.38824832,2.593333333,1.646666667,2.014911815,1.02759192,223.977,290.707,409.537,430.548,319.112,321.115,312.118,547.05,0.546,449.2,289,0.21,0.544,5.65,40.71152,-85.95139,7.91,25.448,2.9,7,18,2024,7/18/2024
10413,20240718-MISS-B13,20240718-MISS-B13,2113,13,13553,MISS,Boat,0.0044,1.598,0.006,0.351049905,37.88333333,57.12666667,2.389164168,1.295292389,186.716,231.79,352.823,376.309,295.552,268.708,344.423,647.203,0.569,479.1,298,0.22,0.565,11.63,40.67249,-85.84158,8.5,27.365,5.45,7,18,2024,7/18/2024
10414,20240722-SHAF-B1,20240722-SHAF-B1,4101,1,6865,SHAF,Boat,0.0068,3.931,0.222,0.148932691,34.62333333,39.78333333,3.905246339,2.999046272,223.551,269.378,339.838,331.83,284.753,263.409,329.872,674.186,0.523,634.8,408,0.3,0.517,18.84,40.83513,-86.80721,8.33,25.644,5.27,7,22,2024,7/22/2024
10415,20240722-SHAF-B5,20240722-SHAF-B5,4105,5,6425,SHAF,Boat,0.0077,4.127,0.226,0.096605479,13.91,15.01666667,4.164630693,3.026287582,241.139,255.17,310.648,289.353,256.586,245.931,303.709,660.698,0.556,575.8,369,0.27,0.559,19.31,40.82385,-86.79593,8.4,25.739,4.18,7,22,2024,7/22/2024
10416,20240722-SHAF-B6,20240722-SHAF-B6,4106,6,8245,SHAF,Boat,0.0206,2.755,0.28,0.343926179,0.953333333,1.243333333,5.294865572,1.984862387,238.84,273.783,337.492,327.204,301.18,308.544,324.467,658.431,0.483,539.1,371,0.28,0.491,7,40.83481,-86.78181,7.61,22.113,6.45,7,22,2024,7/22/2024
10417,20240722-SHAF-B8,20240722-SHAF-B8,4108,8,5065,SHAF,Boat,0.0235,2.818,0.238,0.122252874,4.26,3.843333333,6.083973789,2.537154725,235.991,280.807,331.609,319.835,290.668,294.43,306.639,604.515,0.509,536.8,369,0.27,0.506,7.46,40.81118,-86.79417,7.66,22.146,4.59,7,22,2024,7/22/2024
10418,20240722-SHAF-B9,20240722-SHAF-B9,4109,9,3385,SHAF,Boat,0.0183,3.358,0.271,0.106200284,6.663333333,5.46,6.130491061,2.369469328,300.468,317.846,367.352,354.845,313.608,310.599,349.387,731.427,0.531,536.5,366,0.27,0.525,7.33,40.80432,-86.77464,7.63,22.577,3.64,7,22,2024,7/22/2024
10419,20240722-SHAF-B10,20240722-SHAF-B10,4110,10,2205,SHAF,Boat,0.0063,2.737,0.237,0.107821227,8.91,7.996666667,5.815488229,2.170506871,366.815,366.666,422.296,398.857,367.715,366.135,381.111,633.057,0.56,529.8,362,0.27,0.555,7.32,40.79471,-86.77433,7.64,22.51,3.89,7,22,2024,7/22/2024
10420,20240722-SHAF-B11,20240722-SHAF-B11,4111,11,1385,SHAF,Boat,0.0096,3.307,0.271,0.072312841,13.16,7.003333333,5.143010274,2.895327506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.532,596.7,401,0.3,0.542,9.94,40.78865,-86.77205,7.89,23.24,4.29,7,22,2024,7/22/2024
10421,20240722-SHAF-B12,20240722-SHAF-B12,4112,12,275,SHAF,Boat,-0.0545,2.846,0.214,0.491932822,4.34,5.816666667,5.141493407,2.076473904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.519,533.8,364,0.27,0.524,7.3,40.78221,-86.7618,7.64,22.554,4.09,7,22,2024,7/22/2024
10422,20240722-SHAF-B14,20240722-SHAF-B14,4114,14,4225,SHAF,Boat,0.0178,2.58,0.259,0.038508133,5.11,4.516666667,5.210763692,2.032484233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.492,538,370,0.28,0.517,7.35,40.80736,-86.78476,7.68,22.089,4.03,7,22,2024,7/22/2024
10423,20240722-SHAF-B15,20240722-SHAF-B15,4115,15,2905,SHAF,Boat,0.0111,2.437,0.263,0.011616614,5.666666667,6.4,5.116212281,2.055286219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.555,537.3,365,0.27,0.556,7.24,40.79876,-86.77791,7.64,22.744,3.3,7,22,2024,7/22/2024
10424,20240723-SALA-B1,20240723-SALA-B1,3101,1,5210,SALA,Boat,-0.4959,2.041,0.007,0.075530943,3.553333333,3.84,3.658503398,1.561156499,478.198,411.846,531.195,577.436,487.525,387.245,441.669,653.637,0.53,343.2,213,0.15,0.533,13.98,40.77237,-85.64497,8.8,27.541,4.41,7,23,2024,7/23/2024
10425,20240723-SALA-B2,20240723-SALA-B2,3102,2,5430,SALA,Boat,-0.4967,2.051,0.003,0.0738311,12.00333333,16.83,3.64152343,1.53299898,500.668,427.329,547.094,607.306,512.671,406.351,492.744,697.801,0.62,341.2,213,0.15,0.649,13.28,40.77083,-85.64722,8.78,27.285,5.5,7,23,2024,7/23/2024
10426,20240723-SALA-B3,20240723-SALA-B3,3103,3,4180,SALA,Boat,-0.5076,2.177,0.005,0.061524859,10.19333333,16.78,3.537391178,1.116961436,457.674,396.033,500.64,536.316,459.261,365.721,430.313,603.695,0.486,372.1,231,0.17,0.498,12.18,40.78118,-85.64634,8.75,27.392,4.62,7,23,2024,7/23/2024
10427,20240723-SALA-B4,20240723-SALA-B4,3104,4,4980,SALA,Boat,-0.5016,2.387,0.001,0.075612177,3.453333333,3.8,3.573776824,1.656035095,462.092,398.684,499.466,534.454,451.431,361.166,433.314,673.4,0.521,387.1,240,0.17,0.567,11.82,40.78402,-85.63855,8.72,27.528,5.02,7,23,2024,7/23/2024
10428,20240723-SALA-B5,20240723-SALA-B5,3105,5,6340,SALA,Boat,-0.4976,2.139,0.011,0.125599451,12.31666667,15.60666667,3.349052147,1.575643338,479.632,415.117,502.647,535.55,469.51,370.503,475.436,706.785,0.436,395.2,243,0.18,0.447,12.24,40.77458,-85.62392,8.74,28.028,6.01,7,23,2024,7/23/2024
10429,20240723-SALA-B6,20240723-SALA-B6,3106,6,7900,SALA,Boat,-0.4937,2.114,0,0.139228783,8.753333333,9.563333333,3.166257595,1.404453785,433.875,388.187,485.804,522.672,447.543,354.896,451.779,627.365,0.493,396,248,0.18,0.485,11.14,40.7751,-85.60583,8.65,27.082,4.95,7,23,2024,7/23/2024
10430,20240723-SALA-B7,20240723-SALA-B7,3107,7,10610,SALA,Boat,-0.5056,1.933,0.001,0.113801974,26.39333333,35.81333333,3.593529031,1.542384819,410.091,363.634,460.427,481.261,432.04,325.899,437.762,619.656,0.392,381.7,231,0.17,0.385,15.88,40.7762,-85.58337,8.89,28.868,5.27,7,23,2024,7/23/2024
10431,20240723-SALA-B8,20240723-SALA-B8,3108,8,9370,SALA,Boat,-0.4969,2.225,0.015,0.092130861,13.93666667,14.75666667,3.705631472,1.676235054,460.384,391.627,497.889,525.661,453.114,350.221,469.411,692.32,0.438,386.5,238,0.17,0.452,15.45,40.76682,-85.59676,8.84,27.928,5.49,7,23,2024,7/23/2024
10432,20240723-SALA-B9,20240723-SALA-B9,3109,9,10331,SALA,Boat,-0.5011,2.2,0.001,0.127692111,29.34333333,43.12333333,3.732314279,1.631414269,435.542,372.159,477.46,504.001,446.941,343.339,502.839,790.296,0.295,388.9,239,0.17,0.302,16.8,40.75725,-85.59483,8.88,27.931,8.91,7,23,2024,7/23/2024
10433,20240723-SALA-B10,20240723-SALA-B10,3110,10,11270,SALA,Boat,-0.5035,2.218,-0.001,0.055681941,11.54666667,13.62333333,3.642389755,1.626449296,420.188,356.042,458.028,496.274,421.997,324.774,448.379,696.109,0.612,390.8,238,0.17,1.072,16.65,40.75586,-85.58241,8.94,28.465,6.24,7,23,2024,7/23/2024
10434,20240723-SALA-B13,20240723-SALA-B13,3113,13,5180,SALA,Boat,-0.4961,2.268,0.006,0.15,15.27666667,19.51,3.623677137,1.640732095,444.524,378.428,476.076,519.223,437.738,347.787,427.101,631.106,0.531,388.3,241,0.18,0.539,11.4,40.78106,-85.63745,8.73,27.558,4.85,7,23,2024,7/23/2024
10435,20240723-SALA-B14,20240723-SALA-B14,3114,14,1040,SALA,Boat,-0.4993,2.382,0,0.083841822,3.516666667,4.403333333,3.393754511,1.554559206,447.832,388.575,467.63,502.005,444.998,348.672,404.999,628.223,0.438,396.4,241,0.18,0.449,10.8,40.80144,-85.66917,8.71,28.526,4.07,7,23,2024,7/23/2024
10437,20240730-SHAF-B1,20240730-SHAF-B1,4101,1,6865,SHAF,Boat,0.0247,1.327,0.178,0.133634976,19.32666667,27.62,2.750404498,1.092154567,388.196,368.234,442.007,489.885,452.398,325.053,435.182,893.862,0.497,622.1,393,0.29,0.516,12.94,40.835,-86.8071,7.92,26.58,3.94,7,30,2024,7/30/2024
10438,20240730-SHAF-B2,20240730-SHAF-B2,4102,2,8165,SHAF,Boat,0.0008,0.928,0.148,0.15,15.37333333,22.46666667,2.487480786,0.819539679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.393,633.9,396,0.29,0.4,14.91,40.84066,-86.80525,7.95,27.058,6.38,7,30,2024,7/30/2024
10439,20240730-SHAF-B5,20240730-SHAF-B5,4105,5,6425,SHAF,Boat,0.0052,1.685,0.289,0.017915728,12.30666667,22.8,3.410747512,1.406943039,456.889,452.463,524.617,572.578,543.464,446.594,514.832,989.597,0.385,598.1,381,0.28,0.388,11.59,40.82388,-86.79572,8.01,26.022,2.38,7,30,2024,7/30/2024
10440,20240730-SHAF-B6,20240730-SHAF-B6,4106,6,8245,SHAF,Boat,0.0186,1.692,0.274,0.15,0.796666667,1.203333333,3.222150311,1.426314637,391.724,367.099,443.465,498.094,481.564,367.112,416.375,904.841,0.438,619.2,411,0.31,0.453,7.28,40.83514,-86.78168,7.85,23.914,2.41,7,30,2024,7/30/2024
10441,20240730-SHAF-B8,20240730-SHAF-B8,4108,8,5065,SHAF,Boat,0.0241,1.637,0.292,0.15,3.623333333,5.13,2.797090311,1.240804679,481.001,447.627,511.36,561.995,539.021,421.871,469.093,889.668,0.385,619,407,0.3,0.451,7.57,40.81106,-86.7942,7.84,24.369,1.82,7,30,2024,7/30/2024
10442,20240730-SHAF-B9,20240730-SHAF-B9,4109,9,3385,SHAF,Boat,0.0147,1.655,0.35,0.15,23.68,23.61666667,2.889450692,1.237643342,434.303,395.647,467.145,517.527,487.586,354.796,458.061,946.92,0.44,613.5,404,0.3,0.436,8.67,40.80428,-86.77467,7.89,24.343,2.31,7,30,2024,7/30/2024
10443,20240730-SHAF-B10,20240730-SHAF-B10,4110,10,2205,SHAF,Boat,0.0158,1.731,0.297,0.092149737,17.75333333,24.91,3.239341477,1.327035196,471.226,439.841,511.762,569.775,543.501,428.704,482.386,890.67,0.364,615.4,403,0.3,0.379,9.78,40.79474,-86.77428,8.05,24.609,2.06,7,30,2024,7/30/2024
10444,20240730-SHAF-B11,20240730-SHAF-B11,4111,11,1385,SHAF,Boat,0.1483,1.289,0.285,0.15,13.68333333,23.40333333,3.053778011,1.135740663,442.28,395.706,464.888,501.69,480.565,351.786,449.214,871.758,0.576,610.8,398,0.3,0.571,10.62,40.78855,-86.77194,8.07,24.858,2.32,7,30,2024,7/30/2024
10445,20240730-SHAF-B12,20240730-SHAF-B12,4112,12,275,SHAF,Boat,0.0045,1.689,0.218,0.15,21.24333333,26.65666667,3.565468004,1.358715831,446.238,432.328,505.021,543.134,515.345,425.213,484.92,943.988,0.548,612.8,399,0.3,0.633,11,40.7825,-86.76206,8.18,24.926,1.69,7,30,2024,7/30/2024
10446,20240730-SHAF-B14,20240730-SHAF-B14,4114,14,4225,SHAF,Boat,0.0113,1.731,0.324,0.15,3.093333333,3.926666667,2.944563547,1.301004611,520.853,538.327,610.271,664.043,655.103,559.784,606.548,1079.77,0.416,618.8,408,0.3,0.431,7.69,40.80732,-86.78482,7.88,24.206,1.91,7,30,2024,7/30/2024
10447,20240730-SHAF-B15,20240730-SHAF-B15,4115,15,2905,SHAF,Boat,-0.0005,1.782,0.231,0.15,5.57,8.886666667,3.273218186,1.442861211,527.766,516.338,594.103,646.222,646.276,536.852,580.756,1027.29,0.409,613.05,406,0.3,0.4345,8.62,40.799215,-86.777705,7.93,24.0825,2.46,7,30,2024,7/30/2024
10448,20240731-MISS-B1,20240731-MISS-B1,2101,1,5999,MISS,Boat,-0.0024,1.079,-0.002,0.15,25.85333333,39.36,2.556018342,0.939854724,225.107,267.722,392.904,432.37,333.141,303.061,374.192,601.818,0.505,426.7,263,0.19,0.517,11.49,40.68156,-85.88845,8.64,27.828,4.73,7,31,2024,7/31/2024
10449,20240731-MISS-B2,20240731-MISS-B2,2102,2,8861,MISS,Boat,-0.0022,0.978,-0.003,0.15,7.94,7.436666667,2.666388133,0.954545603,185.892,220.141,360.217,392.858,277.687,243.151,307.458,506.95,0.544,428.4,265,0.19,0.537,10.76,40.67688,-85.87679,8.56,27.677,4.6,7,31,2024,7/31/2024
10450,20240731-MISS-B3,20240731-MISS-B3,2103,3,9921,MISS,Boat,-0.0037,0.947,-0.002,0.15,5.963333333,8.193333333,2.44634161,0.870073046,183.7,218.846,342.998,370.114,275.619,240.699,334.366,491.159,0.485,428.3,265,0.19,0.426,11.14,40.67069,-85.86913,8.56,27.565,4.12,7,31,2024,7/31/2024
10451,20240731-MISS-B4,20240731-MISS-B4,2104,4,10891,MISS,Boat,0,0.837,0,0.15,5.493333333,7.58,2.502479463,0.626041216,186.074,226.772,344.74,366.991,269.417,253.669,325.428,529.8,0.525,433.6,270,0.2,0.497,11.06,40.66281,-85.86597,8.55,27.361,4.41,7,31,2024,7/31/2024
10452,20240731-MISS-B5,20240731-MISS-B5,2105,5,12821,MISS,Boat,0.0391,0.709,0.004,0.087795929,13.32666667,20.83666667,2.585126858,0.841099367,154.689,197.351,315.708,338.982,241.451,226.457,318.124,559.7,0.538,444.8,276,0.2,0.551,10.8,40.66891,-85.84742,8.5,27.528,5.54,7,31,2024,7/31/2024
10453,20240731-MISS-B6,20240731-MISS-B6,2106,6,14351,MISS,Boat,0.0906,0.69,0.006,0.343713143,12.65,20.07,2.523791056,0.750913691,153.164,208.56,337.908,374.962,257.353,244.905,342.305,526.12,0.5,445.7,275,0.2,0.5,11.57,40.6737,-85.83157,8.57,27.796,5.81,7,31,2024,7/31/2024
10454,20240731-MISS-B7,20240731-MISS-B7,2107,7,6411,MISS,Boat,0.0016,1.04,-0.004,0.15,12.0375,17.8625,2.458816689,0.668617561,174.334,201.387,330.421,361.075,255.087,227.13,275.709,490.365,0.5,427.5,266,0.19,0.493,10.36,40.68822,-85.89621,8.47,27.375,4.07,7,31,2024,7/31/2024
10455,20240731-MISS-B8,20240731-MISS-B8,2108,8,5401,MISS,Boat,-0.0003,1.138,-0.004,0.056445124,2.93,4.47,2.467479938,0.985559682,209.631,268.059,407.928,448.683,311.748,301.322,336.875,567.173,0.534,424.7,264,0.19,0.534,10.28,40.69179,-85.90828,8.47,27.294,3.76,7,31,2024,7/31/2024
10456,20240731-MISS-B9,20240731-MISS-B9,2109,9,4381,MISS,Boat,0.0033,1.112,-0.004,0.15,4.476666667,7.543333333,2.491043975,1.010452561,196.138,278.546,423.979,474.425,325.355,315.234,340.617,537.114,0.517,423.6,262,0.19,0.531,10.65,40.70428,-85.92982,8.52,27.678,4.48,7,31,2024,7/31/2024
10457,20240731-MISS-B10,20240731-MISS-B10,2110,10,2851,MISS,Boat,-0.0046,1.102,-0.003,0.15,8.82,14.965,2.638145941,1.002086921,217.255,279.263,414.242,457.377,320.967,316.343,341.315,582.014, ,425.9,265,0.19,0.505,10.5,40.69343,-85.92009,8.5,27.381,3.82,7,31,2024,7/31/2024
10458,20240731-MISS-B11,20240731-MISS-B11,2111,11,1731,MISS,Boat,-0.0041,1.167,-0.002,0.15,8.143333333,11.76,2.417752889,0.956994083,206.401,267.863,415.123,461.457,318.942,299.485,330.57,530.96,0.5,423.6,263,0.19,0.479,10.27,40.711,-85.93831,8.49,27.407,4.06,7,31,2024,7/31/2024
10459,20240731-MISS-B12,20240731-MISS-B12,2112,12,661,MISS,Boat,0.0046,1.091,-0.001,0.15,2.323333333,3.22,2.379807859,0.971684962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.492,447.3,277,0.2,0.481,10.92,40.67253,-85.8411,8.52,27.575,6.09,7,31,2024,7/31/2024
10460,20240731-MISS-B13,20240731-MISS-B13,2113,13,13553,MISS,Boat,0.0161,0.728,0,0.15,6.02,8.67,2.590324807,0.568637965,158.003,210.34,334.02,366.135,250.458,239.07,335.071,535.703,0.492,447.3,277,0.2,0.481,10.92,40.67253,-85.8411,8.52,27.575,6.09,7,31,2024,7/31/2024
10461,20240805-SALA-B1,20240805-SALA-B1,3101,1,5210,SALA,Boat,-0.5016,1.71,0.001,0.104707322,41.19,25.78666667,3.778576028,1.402413385,306.822,319.168,385.504,425.852,331.544,327.131,378.643,578.592,0.49,355.2,220,0.16,0.489,12.2,40.77249,-85.64514,8.56,27.663,4.78,8,5,2024,8/5/2024
10462,20240805-SALA-B2,20240805-SALA-B2,3102,2,5430,SALA,Boat,-0.5042,1.716,0.002,0.081577582,48.23,32.36666667,3.554024616,1.325082228,294.395,289.441,379.924,421.463,320.857,314.308,364.939,583.846,0.52,356.3,221,0.16,0.513,11.81,40.77081,-85.64707,8.64,27.509,5.72,8,5,2024,8/5/2024
10463,20240805-SALA-B3,20240805-SALA-B3,3103,3,4180,SALA,Boat,-0.5115,1.859,0.001,0.07612943,25.25666667,21.97,3.433951986,1.390783105,312.461,324.366,382.14,409.772,322.923,321.539,366.07,526.104,0.535,368.6,229,0.17,0.597,10.28,40.78123,-85.64625,8.64,27.545,4.1,8,5,2024,8/5/2024
10464,20240805-SALA-B4,20240805-SALA-B4,3104,4,4980,SALA,Boat,-0.4998,1.766,0.003,0.093712367,21.36333333,26.19333333,3.588850877,1.431999184,346.099,326.464,404.119,432.959,343.95,343.562,395.789,625.559,0.502,368.8,229,0.17,0.498,10.28,40.78401,-85.63817,8.64,27.533,4.18,8,5,2024,8/5/2024
10465,20240805-SALA-B5,20240805-SALA-B5,3105,5,6340,SALA,Boat,-0.5061,1.673,0.003,0.141468847,46.71666667,4.143333333,3.453704194,1.383437666,320.664,323.777,391.989,409.063,335.966,316.135,405.022,703.371,0.602,371.1,230,0.17,0.59,10.28,40.77477,-85.62411,8.65,27.494,4.45,8,5,2024,8/5/2024
10466,20240805-SALA-B6,20240805-SALA-B6,3106,6,7900,SALA,Boat,-0.508,1.791,0.003,0.15,44.1,1.513333333,3.515559791,1.417716384,313.455,320.493,389.427,402.245,327.658,327.338,392.378,607.674,0.65,372.1,232,0.17,0.616,9.87,40.77508,-85.60583,8.63,27.34,3.55,8,5,2024,8/5/2024
10467,20240805-SALA-B7,20240805-SALA-B7,3107,7,10610,SALA,Boat,-0.5041,1.594,-0.001,0.15,57.35333333,6.146666667,3.531153639,1.319573148,285.581,281.084,350.67,359.614,311.997,302.193,386.734,626.409,0.545,360,222,0.16,0.608,11.5,40.77597,-85.58318,8.77,27.829,4.42,8,5,2024,8/5/2024
10468,20240805-SALA-B8,20240805-SALA-B8,3108,8,9370,SALA,Boat,-0.5036,1.822,0,0.019501759,63.08,7.873333333,3.702166173,1.374867986,287.446,268.262,319.619,341.067,280.323,272.438,336.999,594.775,0.611,367,227,0.17,0.603,11.44,40.76695,-85.59709,8.78,27.62,3.9,8,5,2024,8/5/2024
10469,20240805-SALA-B9,20240805-SALA-B9,3109,9,10331,SALA,Boat,-0.5056,1.797,0.003,0.056293224,65.91333333,18.53333333,3.740111203,1.322429708,263.796,265.114,341.401,360.448,288.049,264.973,361.658,621.769,0.656,371.9,230,0.17,0.676,10.69,40.75724,-85.59486,8.64,27.662,6.26,8,5,2024,8/5/2024
10470,20240805-SALA-B10,20240805-SALA-B10,3110,10,11270,SALA,Boat,-0.4928,1.7,0.001,0.275993591,69.02333333,15.67333333,3.606523905,1.292231789,271.008,297.221,359.857,365.646,298.048,308.561,370.815,672.375,0.622,372.9,229,0.17,0.638,11.51,40.75592,-85.5826,8.76,28.011,5.14,8,5,2024,8/5/2024
10471,20240805-SALA-B13,20240805-SALA-B13,3113,13,5180,SALA,Boat,-0.5132,1.92,0.001,0.178229418,28.90333333,18.15333333,3.728155919,1.391803305,334.548,333.491,403.173,419.379,348.719,344.626,394.612,585.613,0.56,371.6,230,0.17,0.575,10.08,40.78112,-85.63731,8.65,27.6,3.95,8,5,2024,8/5/2024
10472,20240805-SALA-B14,20240805-SALA-B14,3114,14,1040,SALA,Boat,-0.5166,1.917,0.004,0.229171453,22.62333333,20.24,3.331379119,1.313655989,319.131,323.415,397.297,408.505,335.8,334.175,381.081,585.325,0.621,375.2,232,0.17,0.648,10.45,40.80136,-85.66901,8.68,27.671,4.42,8,5,2024,8/5/2024
